Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
male,single,23,high school,50704.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),50,university,181860.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,graduate school,183809.0,skilled employee / official,big city
male,single,37,high school,121052.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,university,210199.0,management / self-employed / highly qualified employee / officer,big city
male,single,39,high school,127745.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),62,university,240386.0,skilled employee / official,small city
female,single,31,other / unknown,90387.0,unemployed / unskilled,small city
male,single,35,other / unknown,107261.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),62,graduate school,238909.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),44,graduate school,150631.0,skilled employee / official,big city
female,single,34,high school,105307.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),43,university,146243.0,skilled employee / official,big city
female,single,37,other / unknown,117994.0,unemployed / unskilled,small city
male,single,46,high school,163219.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),48,graduate school,172873.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,university,169563.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,131816.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),51,university,189462.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,160831.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,147470.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,high school,155228.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),38,university,123671.0,skilled employee / official,big city
female,single,29,high school,79943.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,150475.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),41,university,137430.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,152463.0,skilled employee / official,big city
female,single,42,high school,143754.0,unemployed / unskilled,small city
female,single,46,high school,161611.0,unemployed / unskilled,small city
male,single,34,high school,103073.0,unemployed / unskilled,small city
female,single,27,high school,71339.0,unemployed / unskilled,small city
male,single,30,high school,85958.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),52,university,190373.0,management / self-employed / highly qualified employee / officer,big city
female,single,27,high school,67896.0,unemployed / unskilled,small city
male,single,30,high school,86059.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,186972.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,152358.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),49,university,178474.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,graduate school,155228.0,skilled employee / official,big city
male,single,29,high school,78211.0,unemployed / unskilled,small city
female,single,37,high school,119663.0,unemployed / unskilled,small city
female,single,41,high school,137422.0,unemployed / unskilled,small city
male,single,30,high school,82686.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,218963.0,skilled employee / official,big city
female,single,30,high school,83973.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),58,high school,223610.0,management / self-employed / highly qualified employee / officer,big city
female,single,31,other / unknown,89259.0,unemployed / unskilled,small city
female,single,34,high school,106621.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,graduate school,187744.0,skilled employee / official,big city
male,single,29,other / unknown,80518.0,unemployed / unskilled,small city
male,single,36,high school,111935.0,unemployed / unskilled,small city
male,single,40,high school,133897.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),49,university,178781.0,skilled employee / official,big city
male,single,42,high school,142742.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,168687.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),35,university,109482.0,skilled employee / official,big city
female,single,28,high school,76158.0,unemployed / unskilled,small city
male,single,40,high school,132956.0,unemployed / unskilled,small city
male,single,29,high school,80530.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,172194.0,skilled employee / official,big city
male,single,34,high school,102880.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,215408.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),53,university,194880.0,skilled employee / official,big city
male,single,31,other / unknown,88771.0,unemployed / unskilled,small city
male,single,33,other / unknown,100943.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,214173.0,skilled employee / official,big city
female,single,36,high school,112719.0,unemployed / unskilled,small city
male,single,37,high school,118064.0,unemployed / unskilled,small city
male,single,27,high school,71996.0,unemployed / unskilled,small city
female,single,35,high school,108762.0,unemployed / unskilled,small city
male,single,30,high school,86330.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,193044.0,management / self-employed / highly qualified employee / officer,big city
female,single,31,high school,88863.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172717.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),50,university,184703.0,skilled employee / official,big city
male,single,36,high school,113058.0,unemployed / unskilled,small city
male,single,28,high school,75617.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,149394.0,skilled employee / official,big city
female,single,39,other / unknown,126831.0,unemployed / unskilled,small city
female,single,22,high school,44069.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),43,graduate school,150256.0,management / self-employed / highly qualified employee / officer,big city
female,single,25,high school,59316.0,unemployed / unskilled,small city
male,single,34,high school,102508.0,unemployed / unskilled,small city
male,single,30,other / unknown,84802.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),58,graduate school,222043.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,graduate school,163155.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),49,university,177166.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,190301.0,skilled employee / official,big city
female,single,29,high school,79332.0,unemployed / unskilled,small city
female,single,39,high school,128340.0,unemployed / unskilled,small city
male,single,37,high school,116757.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,graduate school,183325.0,skilled employee / official,big city
female,single,41,high school,139670.0,unemployed / unskilled,small city
male,single,36,high school,113421.0,unemployed / unskilled,small city
female,single,30,high school,85418.0,unemployed / unskilled,small city
male,single,37,high school,120175.0,unemployed / unskilled,small city
female,single,30,other / unknown,82888.0,unemployed / unskilled,small city
male,single,40,other / unknown,131855.0,unemployed / unskilled,small city
male,single,28,high school,74137.0,unemployed / unskilled,small city
male,single,33,high school,101028.0,unemployed / unskilled,small city
male,single,33,other / unknown,100765.0,unemployed / unskilled,small city
male,single,22,high school,44436.0,unemployed / unskilled,small city
male,single,30,high school,86614.0,unemployed / unskilled,small city
female,single,39,high school,126807.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,188531.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,graduate school,133300.0,skilled employee / official,big city
female,single,33,high school,98748.0,unemployed / unskilled,small city
female,single,21,high school,41624.0,unemployed / unskilled,small city
male,single,31,high school,91784.0,unemployed / unskilled,small city
female,single,35,high school,107822.0,unemployed / unskilled,small city
male,single,34,high school,106021.0,unemployed / unskilled,mid-sized city
male,single,39,high school,126641.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),46,university,165088.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),48,high school,173107.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),45,university,157075.0,skilled employee / official,big city
male,single,33,other / unknown,98228.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,university,130815.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,university,183730.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),57,university,214512.0,management / self-employed / highly qualified employee / officer,small city
male,non-single (divorced / separated / married / widowed),53,university,196737.0,management / self-employed / highly qualified employee / officer,big city
male,single,33,other / unknown,100026.0,unemployed / unskilled,small city
female,single,36,other / unknown,114588.0,unemployed / unskilled,mid-sized city
male,non-single (divorced / separated / married / widowed),48,university,170656.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),46,graduate school,164857.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,198807.0,skilled employee / official,big city
male,single,31,high school,88977.0,unemployed / unskilled,small city
male,single,34,high school,104719.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,194200.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,160921.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),49,university,177656.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),53,university,198338.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,149466.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),60,university,231477.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,160912.0,skilled employee / official,big city
male,single,35,other / unknown,107190.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,187181.0,management / self-employed / highly qualified employee / officer,big city
male,single,28,high school,73785.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,graduate school,117942.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),45,graduate school,159871.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),55,university,206988.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,148843.0,management / self-employed / highly qualified employee / officer,big city
male,single,52,high school,191319.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,high school,212259.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),49,university,177017.0,skilled employee / official,big city
female,single,28,high school,76554.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,147801.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,graduate school,132789.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,203599.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,145006.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,graduate school,155424.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),59,university,226777.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),39,university,128453.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,161543.0,skilled employee / official,small city
male,single,36,high school,116422.0,unemployed / unskilled,small city
male,single,36,high school,116210.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,graduate school,146127.0,skilled employee / official,big city
male,single,36,high school,116075.0,unemployed / unskilled,small city
female,single,31,high school,90020.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,175171.0,skilled employee / official,big city
male,single,36,high school,111585.0,unemployed / unskilled,small city
female,single,33,high school,100574.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,163038.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),49,university,176192.0,skilled employee / official,small city
female,single,25,high school,61564.0,unemployed / unskilled,small city
female,single,30,high school,86603.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),64,university,249882.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),54,graduate school,199978.0,skilled employee / official,big city
male,single,26,high school,64037.0,unemployed / unskilled,small city
male,single,38,high school,122267.0,unemployed / unskilled,small city
male,single,25,high school,60790.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,high school,146580.0,skilled employee / official,big city
male,single,28,high school,72735.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),71,university,286723.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,high school,141340.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,university,169740.0,management / self-employed / highly qualified employee / officer,big city
male,single,38,other / unknown,121875.0,unemployed / unskilled,small city
male,single,27,other / unknown,67880.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,university,213852.0,skilled employee / official,small city
female,single,23,high school,51149.0,unemployed / unskilled,small city
female,single,45,other / unknown,156778.0,unemployed / unskilled,small city
female,single,30,high school,84577.0,unemployed / unskilled,small city
male,single,30,high school,86517.0,unemployed / unskilled,mid-sized city
male,single,44,high school,153462.0,unemployed / unskilled,small city
male,single,34,high school,103280.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),41,university,140792.0,skilled employee / official,big city
female,single,24,high school,54285.0,unemployed / unskilled,small city
male,single,36,high school,112982.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,high school,144266.0,skilled employee / official,big city
male,single,40,high school,135205.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),50,university,184544.0,management / self-employed / highly qualified employee / officer,big city
female,single,41,high school,138597.0,unemployed / unskilled,small city
male,single,30,high school,84475.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,university,130647.0,skilled employee / official,big city
female,single,37,high school,116603.0,unemployed / unskilled,small city
male,single,33,other / unknown,98745.0,unemployed / unskilled,small city
female,single,33,high school,100628.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,graduate school,203566.0,skilled employee / official,big city
female,single,37,high school,118836.0,unemployed / unskilled,small city
male,single,37,high school,121284.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),47,university,167851.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),63,graduate school,244567.0,skilled employee / official,big city
female,single,39,high school,130335.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,graduate school,133416.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),53,university,197116.0,skilled employee / official,big city
male,single,31,high school,88539.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,149455.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),55,university,206461.0,skilled employee / official,big city
female,single,37,high school,118295.0,unemployed / unskilled,small city
female,single,44,high school,150979.0,unemployed / unskilled,small city
female,single,36,high school,114295.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,162304.0,skilled employee / official,small city
male,single,38,other / unknown,124555.0,unemployed / unskilled,small city
male,single,48,high school,174636.0,unemployed / unskilled,small city
female,single,33,other / unknown,99331.0,unemployed / unskilled,small city
male,single,27,high school,68816.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,189615.0,skilled employee / official,small city
female,single,26,high school,66644.0,unemployed / unskilled,small city
male,single,28,high school,77062.0,unemployed / unskilled,small city
male,single,35,high school,111186.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,167851.0,skilled employee / official,small city
male,single,37,high school,116580.0,unemployed / unskilled,small city
male,single,37,other / unknown,118303.0,unemployed / unskilled,small city
male,single,33,other / unknown,99261.0,unemployed / unskilled,small city
female,single,32,high school,94351.0,unemployed / unskilled,small city
male,single,35,high school,107498.0,unemployed / unskilled,small city
male,single,37,high school,116427.0,unemployed / unskilled,small city
male,single,38,other / unknown,121829.0,unemployed / unskilled,small city
male,single,44,high school,152737.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,160066.0,skilled employee / official,big city
male,single,26,high school,65292.0,unemployed / unskilled,small city
male,single,38,high school,122485.0,unemployed / unskilled,small city
female,single,35,high school,111499.0,unemployed / unskilled,small city
female,single,38,high school,123209.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,189624.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),40,university,134033.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),40,university,135237.0,management / self-employed / highly qualified employee / officer,big city
male,single,32,high school,95497.0,unemployed / unskilled,small city
female,single,31,high school,87576.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),55,university,204502.0,skilled employee / official,big city
male,single,47,high school,166280.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,174373.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,201306.0,skilled employee / official,big city
male,single,35,other / unknown,107073.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,200971.0,skilled employee / official,big city
male,single,39,high school,129540.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,133175.0,skilled employee / official,big city
male,single,33,high school,97174.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),53,university,198185.0,skilled employee / official,big city
female,single,31,high school,89298.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,156840.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,graduate school,136161.0,management / self-employed / highly qualified employee / officer,big city
male,single,34,high school,103177.0,unemployed / unskilled,small city
female,single,37,high school,120014.0,unemployed / unskilled,small city
male,single,49,high school,176264.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172008.0,skilled employee / official,big city
male,single,39,high school,126541.0,unemployed / unskilled,small city
male,single,43,high school,147222.0,unemployed / unskilled,small city
female,single,31,high school,89793.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),41,university,139693.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,160476.0,management / self-employed / highly qualified employee / officer,big city
female,single,33,other / unknown,97764.0,unemployed / unskilled,small city
male,single,39,high school,128913.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,university,181694.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),57,university,216759.0,skilled employee / official,big city
male,single,44,high school,154439.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,200001.0,skilled employee / official,big city
male,single,39,high school,130241.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,192599.0,skilled employee / official,big city
male,single,29,high school,80497.0,unemployed / unskilled,small city
male,single,33,high school,98661.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,158990.0,skilled employee / official,big city
male,single,37,other / unknown,116479.0,unemployed / unskilled,small city
male,single,32,high school,92840.0,unemployed / unskilled,small city
male,single,39,high school,128119.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),44,university,152900.0,skilled employee / official,big city
female,single,25,high school,58185.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,148774.0,skilled employee / official,big city
male,single,33,high school,96893.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),44,university,152520.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),52,university,192322.0,skilled employee / official,small city
male,single,28,high school,72730.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,169572.0,skilled employee / official,small city
female,single,29,high school,77668.0,unemployed / unskilled,small city
female,single,28,high school,77113.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,217167.0,skilled employee / official,big city
male,single,31,high school,88614.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,university,181466.0,skilled employee / official,big city
female,single,31,other / unknown,88184.0,unemployed / unskilled,small city
female,single,34,high school,104375.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,186534.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,162595.0,management / self-employed / highly qualified employee / officer,big city
female,single,33,other / unknown,100589.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),52,graduate school,189945.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),55,graduate school,205122.0,skilled employee / official,big city
male,single,35,high school,110202.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),35,high school,106834.0,skilled employee / official,mid-sized city
male,single,30,other / unknown,84781.0,unemployed / unskilled,small city
male,single,34,high school,106607.0,unemployed / unskilled,small city
male,single,27,high school,69342.0,unemployed / unskilled,small city
male,single,28,high school,73750.0,unemployed / unskilled,small city
female,single,26,high school,66124.0,unemployed / unskilled,small city
male,single,35,high school,107806.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),59,university,223929.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),49,university,176833.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,212949.0,skilled employee / official,big city
female,single,43,high school,148749.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,graduate school,159754.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),50,high school,184155.0,skilled employee / official,big city
female,single,34,high school,103910.0,unemployed / unskilled,small city
male,single,25,other / unknown,58071.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,177133.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),57,university,218526.0,skilled employee / official,big city
male,single,33,high school,98525.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),61,graduate school,234376.0,skilled employee / official,big city
male,single,41,high school,136516.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,high school,166505.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,186242.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,189030.0,skilled employee / official,big city
male,single,33,high school,101023.0,unemployed / unskilled,small city
female,single,36,high school,114690.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,150123.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),34,university,106236.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),53,university,197830.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),41,graduate school,140507.0,management / self-employed / highly qualified employee / officer,big city
male,single,35,high school,110724.0,unemployed / unskilled,small city
male,single,32,other / unknown,93165.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,160480.0,skilled employee / official,big city
female,single,23,high school,50176.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),63,university,247354.0,skilled employee / official,big city
male,single,28,high school,76086.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,university,141650.0,skilled employee / official,small city
male,single,33,other / unknown,97569.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),65,university,255233.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,193699.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),41,university,137132.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,193075.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,196180.0,skilled employee / official,big city
male,single,52,high school,193066.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),44,graduate school,151281.0,skilled employee / official,big city
male,single,44,high school,150859.0,unemployed / unskilled,small city
female,single,34,other / unknown,106416.0,unemployed / unskilled,small city
male,single,44,high school,152803.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),55,university,207776.0,skilled employee / official,big city
male,single,31,other / unknown,88105.0,unemployed / unskilled,small city
male,single,37,high school,116476.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,175245.0,skilled employee / official,big city
female,single,29,high school,79329.0,unemployed / unskilled,mid-sized city
male,single,31,high school,89718.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,171218.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),42,graduate school,145701.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,192171.0,skilled employee / official,small city
male,single,36,high school,113484.0,unemployed / unskilled,small city
female,single,29,other / unknown,80023.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),64,university,248798.0,skilled employee / official,small city
male,single,29,high school,80114.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),41,university,140444.0,skilled employee / official,big city
male,single,39,high school,128040.0,unemployed / unskilled,small city
male,single,30,other / unknown,83004.0,unemployed / unskilled,small city
female,single,28,high school,74776.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,175629.0,skilled employee / official,small city
male,single,36,high school,113645.0,unemployed / unskilled,small city
female,single,33,other / unknown,101138.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,170257.0,skilled employee / official,big city
male,single,36,high school,113482.0,unemployed / unskilled,small city
female,single,29,high school,80628.0,unemployed / unskilled,small city
male,single,27,high school,69375.0,unemployed / unskilled,small city
male,single,41,high school,139837.0,unemployed / unskilled,small city
male,single,34,other / unknown,103306.0,unemployed / unskilled,small city
male,single,26,high school,66543.0,unemployed / unskilled,mid-sized city
male,single,44,high school,155214.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,216060.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,159268.0,skilled employee / official,small city
male,single,35,high school,110390.0,unemployed / unskilled,small city
male,single,31,high school,87857.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,graduate school,217340.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,graduate school,155431.0,skilled employee / official,big city
male,single,37,high school,119801.0,unemployed / unskilled,small city
male,single,31,high school,90551.0,unemployed / unskilled,small city
female,single,30,high school,84404.0,unemployed / unskilled,small city
female,single,31,high school,89990.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),43,graduate school,147682.0,skilled employee / official,big city
male,single,44,high school,154989.0,unemployed / unskilled,small city
female,single,33,high school,97302.0,unemployed / unskilled,small city
female,single,36,high school,112377.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),46,university,161479.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,141154.0,skilled employee / official,big city
male,single,31,high school,87451.0,unemployed / unskilled,small city
male,single,33,high school,98464.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),41,university,136056.0,skilled employee / official,big city
male,single,39,high school,128283.0,unemployed / unskilled,small city
female,single,33,high school,99353.0,unemployed / unskilled,small city
female,single,23,high school,48571.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),60,university,230946.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,135659.0,management / self-employed / highly qualified employee / officer,small city
female,single,39,high school,129243.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,197411.0,skilled employee / official,small city
male,single,38,high school,122839.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),45,graduate school,155510.0,skilled employee / official,small city
male,single,37,other / unknown,118326.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,196001.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,200967.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,211153.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,142718.0,management / self-employed / highly qualified employee / officer,small city
male,single,35,high school,106823.0,unemployed / unskilled,small city
male,single,33,other / unknown,97121.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),60,university,229214.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),37,high school,117325.0,skilled employee / official,small city
female,single,47,high school,168571.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,university,120817.0,skilled employee / official,small city
